datetime,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2020-01-02,28.3,28.684,28.713,28.114,9558386,4082720976.0,2.15,2.85,0.795,5.28
2020-01-03,29.367,29.534,30.267,29.128,17794697,7943929600.0,3.97,2.96,0.85,9.83
2020-01-06,29.365,30.103,30.104,29.333,10157499,4529153536.0,2.61,1.93,0.569,5.61
2020-01-07,30.76,31.271,31.442,30.224,18209138,8449947136.0,4.05,3.88,1.168,10.06
2020-01-08,31.58,32.809,33.233,31.215,31199393,15153776128.0,6.45,4.92,1.538,17.23
2020-01-09,33.14,32.089,33.253,31.525,28463186,13817295360.0,5.27,-2.19,-0.72,15.72
2020-01-10,32.119,31.877,32.329,31.58,12976832,6213078528.0,2.33,-0.66,-0.212,7.17
2020-01-13,32.9,34.991,35.042,32.8,26634547,13619493120.0,7.03,9.77,3.114,14.71
2020-01-14,36.284,35.861,36.494,34.993,29061377,15636392192.0,4.29,2.49,0.87,16.05
2020-01-15,35.317,34.567,35.856,34.453,17368831,9191497216.0,3.91,-3.61,-1.294,9.59
2020-01-16,32.917,34.233,34.297,32.811,21736653,10969510144.0,4.3,-0.97,-0.334,12.01
2020-01-17,33.841,34.033,34.378,33.544,13629073,6947950080.0,2.44,-0.58,-0.2,7.53
2020-01-21,35.35,36.48,36.572,35.227,17803471,9650307072.0,3.95,7.19,2.447,9.83
2020-01-22,38.126,37.971,39.633,37.273,31369028,18111386112.0,6.47,4.09,1.491,17.33
2020-01-23,37.617,38.147,38.8,37.04,19651042,11203876608.0,4.64,0.46,0.176,10.85
2020-01-24,38.042,37.655,38.257,36.951,14353600,8085924096.0,3.42,-1.29,-0.492,7.93
2020-01-27,36.133,37.201,37.629,35.952,13608068,7516884992.0,4.45,-1.21,-0.454,7.52
2020-01-28,37.899,37.793,38.454,37.205,11788493,6670964736.0,3.36,1.59,0.592,6.51
2020-01-29,38.379,38.733,39.32,37.829,18216672,10534078976.0,3.95,2.49,0.94,10.06
2020-01-30,42.161,42.721,43.392,41.2,29005676,18617189376.0,5.66,10.3,3.988,16.02
2020-01-31,42.667,43.371,43.533,42.168,15719266,10089101568.0,3.2,1.52,0.65,8.68
2020-02-03,44.913,52.0,52.409,44.901,47233495,34852120576.0,17.31,19.9,8.629,26.09
2020-02-04,58.864,59.137,64.599,55.592,60938758,55307236864.0,17.32,13.73,7.137,33.66
2020-02-05,54.884,48.98,56.399,46.941,48423837,36825514496.0,15.99,-17.18,-10.157,26.74
2020-02-06,46.661,49.931,53.055,45.8,39880752,29882552832.0,14.81,1.94,0.951,22.03
2020-02-07,48.703,49.871,51.317,48.667,17063521,12747883776.0,5.31,-0.12,-0.06,9.41
2020-02-10,53.333,51.419,54.666,50.16,24689163,19215462912.0,9.04,3.1,1.548,13.61
2020-02-11,51.253,51.625,52.234,50.533,11697473,9043145472.0,3.31,0.4,0.206,6.45
2020-02-12,51.858,51.153,52.65,50.891,12022470,9326099200.0,3.41,-0.91,-0.472,6.63
2020-02-13,49.456,53.6,54.533,49.0,26289348,20780907776.0,10.82,4.78,2.447,14.5
2020-02-14,52.481,53.335,54.198,52.367,15693711,12592145664.0,3.42,-0.49,-0.265,8.65
2020-02-18,56.107,57.227,57.333,55.491,16698369,14194822656.0,3.45,7.3,3.892,9.21
2020-02-19,61.567,61.161,62.985,60.068,25422958,23441451776.0,5.1,6.87,3.934,13.84
2020-02-20,60.797,59.961,60.8,57.329,17634893,15706125568.0,5.68,-1.96,-1.2,9.6
